id,row_id,title,authors,venue,year,pages,volume,issue,doi,isbn,publisher,institution,country,language,keywords,abstract,funding,citation_count,h_index,impact_factor,open_access,conference_type,peer_reviewed
232,232,Machine Learning for Enhancement: A Survey,G. Richardson,International Joint Conference on Artificial Intelligence,2020,283-300,42,9,10.9590/9286475,978-2-971-76088-7,Nature,Microsoft Research,Italy,English,"neural networks, data mining, analysis, ai, clustering",This paper presents a novel approach to machine learning using advanced techniques. Our method shows significant improvements over existing approaches.,NSERC,0,99,3.7,False,National,True
233,233,A Machine Learning for Enhancement,G. R.,IJCAI,2020,146-733,42,9,10.9590/9286475,978-2-971-76088-7,Nature,Microsoft Research,Italy,English,"neural networks, data mining, analysis, ai, clustering",This paper presents a novel approach to machine learning using advanced techniques. Our method shows significant improvements over existing approaches.,NSERC,0,99,3.7,False,National,True
234,234,Graphics for Optimization Revisited,"C. G. Hill; Kevin Clark; Davis, E.; Kimberly H.",International Conference on Data Engineering,2016,95-572,31,6,10.5064/1114590,978-4-492-40870-7,PMLR,DeepMind,Japan,English,"data mining, nlp, machine learning, clustering, optimization, classification, statistics",This paper presents a novel approach to graphics using advanced techniques. Our method shows significant improvements over existing approaches.,DOE,437,44,2.02,False,International,True
235,235,A Graphics for Optimization,C. X. Hill; Kevin X. Clark; E. Z. Davis; Kimberly H.,International Conference on Data Engineering,2016,95-572,31,6,10.5064/1114590,978-4-492-40870-7,PMLR,DeepMind,Japan,English,"machine learning, clustering, optimization, statistics, data mining, nlp, classification",This paper presents a new method to graphics using advanced techniques. Our method shows better performance over existing approaches.,DOE,507,44,2.02,False,International,True
236,236,Graphics for Optimization: A Survey,Charles H.; K. R. Clark; Emily D.; Kimberly H.,International Conference on Data Engineering,2016,95-572,31,6,10.5064/1114590,978-4-492-40870-7,PMLR,DeepMind,Japan,English,"data mining, nlp, machine learning, clustering, optimization, classification, statistics",This paper presents a novel approach to graphics using advanced techniques. Our method shows significant improvements over existing approaches.,DOE,520,44,2.02,False,International,True
237,237,Graphics for Optimization Revisited,"Charles Hill; Kevin Clark; Davis, Emily; K. J. Hall",ICDE,2016,95-572,31,6,10.5064/1114590,978-4-492-40870-7,PMLR,DeepMind,Japan,English,"data mining, nlp, machine learning, clustering, optimization, classification, statistics",This paper presents a novel approach to graphics using advanced techniques. Our method shows significant improvements over existing approaches.,DOE,441,44,2.02,False,International,True
238,238,Computational Biology for Prediction Revisited,"Moore, J.; T. S. Wright",European Conference on Computer Vision,2017,233-883,39,6,10.7813/8899184,978-8-921-97044-3,PMLR,OpenAI,Switzerland,French,"analysis, ai, optimization, statistics, algorithms, computer vision, deep learning",This paper presents a new method to computational biology using advanced techniques. Our method shows better performance over existing approaches.,DARPA,948,77,1.57,True,National,True
239,239,Towards Computational Biology for Prediction,"Moore, J.; Thomas Wright",European Conference on Computer Vision,2017,233-883,39,6,,978-8-921-97044-3,PMLR,OpenAI,Switzerland,French,"ai, statistics, analysis, algorithms, deep learning, optimization, computer vision",This paper presents a novel approach to computational biology using advanced techniques. Our method shows significant improvements over existing approaches.,DARPA,910,77,1.57,True,National,True
240,240,On Computational Biology for Prediction,"Moore, J.; Wright, Thomas",European Conference on Computer Vision,2017,233-883,39,6,10.6761/3411179,978-8-921-97044-3,PMLR,OpenAI,Switzerland,French,"analysis, deep learning, ai, computer vision, algorithms, optimization, statistics",This paper presents a new method to computational biology using advanced techniques. Our method shows better performance over existing approaches.,DARPA,908,77,1.57,True,National,True
241,241,A Bioinformatics for Enhancement,L. Wilson; C. N. Turner; A. White; Amelia Campbell,International Conference on Data Engineering,2024,251-547,33,8,10.1911/8607331,978-2-625-64450-7,Oxford University Press,Stanford University,Australia,English,"algorithms, clustering, data mining, machine learning, prediction, statistics, ai, optimization",This paper presents a novel approach to bioinformatics using advanced techniques. Our method shows significant improvements over existing approaches.,EPSRC,564,14,0.93,False,International,True
242,242,Towards Bioinformatics for Enhancement,Lisa Wilson; C. Turner; Ashley W.; Amelia C.,ICDE,2024,251-547,33,8,10.1911/8607331,978-2-625-64450-7,Oxford University Press,Stanford University,Australia,English,"algorithms, ai, machine learning, statistics, optimization, prediction, data mining, clustering",This paper presents a novel approach to bioinformatics using advanced techniques. Our method shows significant improvements over existing approaches.,EPSRC,607,14,0.93,False,International,True
243,243,On Bioinformatics for Enhancement,"L. B. Wilson; Turner, Charlotte; A. White; Amelia Campbell",ICDE,2024,251-547,33,8,10.1911/8607331,978-2-625-64450-7,Oxford University Press,Stanford Univ.,Australia,English,"algorithms, clustering, data mining, machine learning, prediction, statistics, ai, optimization",This paper presents a new method to bioinformatics using advanced techniques. Our method shows better performance over existing approaches.,EPSRC,637,14,0.93,False,International,True
244,244,Bioinformatics for Enhancement: A Survey,"Wilson, L.; Charlotte T.; A. W.; A. Campbell",ICDE,2024,251-547,33,8,10.1911/8607331,978-2-625-64450-7,Oxford University Press,Stanford University,Australia,English,"algorithms, statistics, optimization, clustering, machine learning, prediction, ai, data mining",This paper presents a novel approach to bioinformatics using advanced techniques. Our method shows significant improvements over existing approaches.,EPSRC,555,14,0.93,False,International,True
245,245,Towards Computer Vision for Optimization,Joshua L. Martinez,Very Large Data Bases,2021,93-894,9,11,10.7887/7282411,978-6-559-59479-6,ACM,McGill Univ.,Switzerland,French,"ai, deep learning, optimization, statistics, computer vision, neural networks, prediction",This paper presents a novel approach to computer vision using advanced techniques. Our method shows significant improvements over existing approaches.,NASA,709,33,8.43,True,Regional,False
246,246,Computer Vision for Optimization: A Survey,J. J. Martinez,Very Large Data Bases,2021,93-894,9,11,10.7887/7282411,978-6-559-59479-6,ACM,McGill University,Switzerland,French,"neural networks, ai, optimization, deep learning, statistics, computer vision, prediction",This paper presents a novel approach to computer vision using advanced techniques. Our method shows significant improvements over existing approaches.,NASA,755,33,8.43,True,Regional,False
247,247,Algorithms for Enhancement: A Survey,Eric Morris; D. V. Harris; J. Martin; A. M. King,EMNLP,2020,80-642,13,12,10.2848/1540516,978-6-729-12050-3,Elsevier,Harvard University,Canada,Chinese,"analysis, nlp, ai",This paper presents a new method to algorithms using advanced techniques. Our method shows better performance over existing approaches.,NIH,246,99,0.92,False,National,True
248,248,A Algorithms for Enhancement,E. M.; Daniel T. Harris; J. M.; A. N. King,Empirical Methods in Natural Language Processing,2020,80-642,13,12,10.2848/1540516,978-6-729-12050-3,Elsevier,Harvard University,Canada,Chinese,"analysis, nlp, ai",This paper presents a novel approach to algorithms using advanced techniques. Our method shows significant improvements over existing approaches.,NIH,285,99,0.92,False,National,True
249,249,On Algorithms for Enhancement,"E. M. Morris; Harris, Daniel; J. E. Martin; A. King",Empirical Methods in Natural Language Processing,2020,80-642,13,12,,978-6-729-12050-3,Elsevier,Harvard University,Canada,Chinese,"analysis, nlp, ai",This paper presents a novel approach to algorithms using advanced techniques. Our method shows significant improvements over existing approaches.,NIH,203,99,0.92,False,National,True
250,250,A Algorithms for Enhancement,"Morris, E.; Harris, Daniel; J. Martin; A. King",Empirical Methods in Natural Language Processing,2020,80-642,13,12,10.2848/1540516,978-6-729-12050-3,Elsevier,Harvard University,Canada,Chinese,"analysis, nlp, ai",This paper presents a novel approach to algorithms using advanced techniques. Our method shows significant improvements over existing approaches.,NIH,269,99,0.92,False,National,True
251,251,Towards Deep Learning for Enhancement,"Daniel B. Harris; Eric D. Morris; Cooper, L.",International Conference on Learning Representations,2024,91-136,39,11,10.6253/4974590,978-4-997-28777-8,Elsevier,NVIDIA,France,English,"computer vision, nlp, data mining",This paper presents a new method to deep learning using advanced techniques. Our method shows better performance over existing approaches.,NSERC,646,91,4.56,False,International,True
252,252,DL for Enhancement,Daniel J. Harris; E. Morris; L. S. Cooper,International Conference on Learning Representations,2024,164-796,39,11,10.6253/4974590,978-4-997-28777-8,Elsevier,NVIDIA,France,English,"computer vision, nlp, data mining",This paper presents a novel approach to deep learning using advanced techniques. Our method shows significant improvements over existing approaches.,NSERC,669,91,4.56,False,International,True
253,253,Networks for Optimization: A Survey,"Phillips, Jason; Steven Allen; Maria Taylor",SIGIR,2019,193-595,49,9,,978-3-407-28920-7,bioRxiv,Stanford University,Australia,English,"computer vision, statistics, neural networks, prediction, classification, clustering",This paper presents a new method to networks using advanced techniques. Our method shows better performance over existing approaches.,EPSRC,332,87,1.25,False,Regional,True
254,254,Networks for Optimization: A Survey,"Phillips, J.; S. A.; M. T.",Information Retrieval,2019,193-595,49,9,10.5995/2920509,978-3-407-28920-7,bioRxiv,Stanford University,Australia,English,"neural networks, computer vision, prediction, clustering, statistics, classification",This paper presents a novel approach to networks using advanced techniques. Our method shows significant improvements over existing approaches.,EPSRC,377,87,1.25,False,Regional,True
255,255,Networks for Optimization Revisited,Jason Phillips; Steven K. Allen; Maria S. Taylor,Information Retrieval,2019,193-595,49,9,10.8758/5042775,978-3-407-28920-7,bioRxiv,Stanford University,Australia,English,"computer vision, statistics, neural networks, prediction, classification, clustering",This paper presents a novel approach to networks using advanced techniques. Our method shows significant improvements over existing approaches.,EPSRC,331,87,1.25,False,Regional,True
256,256,A Networks for Optimization,"Phillips, Jason; Steven L. Allen; M. G. Taylor",SIGIR,2019,193-595,49,9,,978-3-407-28920-7,bioRxiv,Stanford University,Australia,English,"computer vision, statistics, neural networks, prediction, classification, clustering",This paper presents a novel approach to networks using advanced techniques. Our method shows significant improvements over existing approaches.,EPSRC,383,87,1.25,False,Regional,True
257,257,Towards Algorithms for Prediction,A. Garcia,Web Conference,2021,411-454,39,1,10.2192/4156856,978-9-841-98008-8,Elsevier,University of Washington,Germany,French,"clustering, machine learning, classification, data mining, deep learning",This paper presents a novel approach to algorithms using advanced techniques. Our method shows significant improvements over existing approaches.,Amazon,924,36,7.11,True,Workshop,True
258,258,Algorithms for Prediction Revisited,"Garcia, A.",WWW,2021,345-810,39,1,10.2192/4156856,978-9-841-98008-8,Elsevier,University of Washington,Germany,French,"clustering, machine learning, classification, data mining, deep learning",This paper presents a novel approach to algorithms using advanced techniques. Our method shows significant improvements over existing approaches.,Amazon,952,36,7.11,True,Workshop,True
259,259,On Algorithms for Analysis,A. K.; A. V. Green; Mia I. Perez; Brian Lewis,ACL,2019,78-107,33,8,10.8635/2654371,978-7-879-51973-3,Science,IBM Research,China,English,"statistics, classification, data mining, neural networks, machine learning, clustering, prediction",This paper presents a novel approach to algorithms using advanced techniques. Our method shows significant improvements over existing approaches.,JST,187,30,3.63,False,National,False
260,260,A Algorithms for Analysis,"King, Angela; Anthony G.; M. P.; B. L.",ACL,2019,409-438,33,8,10.8635/2654371,978-7-879-51973-3,Science,IBM Research,China,English,"statistics, classification, data mining, neural networks, machine learning, clustering, prediction",This paper presents a novel approach to algorithms using advanced techniques. Our method shows significant improvements over existing approaches.,JST,110,30,3.63,False,National,False
261,261,A Algorithms for Analysis,"Gary E.; Morris, Eric; Lopez, Brenda",SIGIR,2022,370-411,47,6,10.3773/3348114,978-8-600-34123-8,Wiley,Stanford University,Australia,English,"statistics, ai, machine learning",This paper presents a novel approach to algorithms using advanced techniques. Our method shows significant improvements over existing approaches.,NSF,380,22,8.5,True,International,True
262,262,Algorithms for Analysis Revisited,G. Edwards; Eric M.; B. Lopez,SIGIR,2022,236-587,47,6,10.3773/3348114,978-8-600-34123-8,Wiley,Stanford University,Australia,English,"statistics, ai, machine learning",This paper presents a novel approach to algorithms using advanced techniques. Our method shows significant improvements over existing approaches.,NSF,387,22,8.5,True,International,True
263,263,A Machine Learning for Enhancement,Nicole S. Lee; S. W.; I. C.; P. Mitchell,AAAI,2024,468-748,43,8,10.1257/1110936,978-8-664-63914-0,IEEE,NYU,Sweden,English,"prediction, computer vision, clustering, neural networks, ai, machine learning, deep learning",This paper presents a novel approach to machine learning using advanced techniques. Our method shows significant improvements over existing approaches.,DOE,521,24,2.79,False,Regional,True
264,264,Towards Machine Learning for Enhancement,"Lee, N.; Williams, S.; Isabella Carter; Paul Mitchell",AAAI,2024,468-748,43,8,10.1257/1110936,978-8-664-63914-0,IEEE,NYU,Sweden,English,"clustering, machine learning, computer vision, ai, prediction, neural networks, deep learning",This paper presents a novel approach to machine learning using advanced techniques. Our method shows significant improvements over existing approaches.,DOE,532,24,2.79,False,Regional,True
265,265,Towards Machine Learning for Enhancement,N. Lee; S. W.; Isabella O. Carter; Paul A. Mitchell,Association for the Advancement of Artificial Intelligence,2024,468-748,43,8,10.1257/1110936,978-8-664-63914-0,IEEE,NYU,Sweden,English,"clustering, machine learning, computer vision, ai, prediction, neural networks, deep learning",This paper presents a new method to machine learning using advanced techniques. Our method shows better performance over existing approaches.,DOE,542,24,2.79,False,Regional,True
266,266,Database Systems for Analysis: A Survey,Angela Z. King; Mark Baker; J. Martin; J. Y. Phillips,International Conference on Machine Learning,2018,154-851,6,11,10.1519/2568678,978-6-488-59436-8,MIT Press,Stanford University,Switzerland,English,"analysis, algorithms, computer vision, optimization, neural networks, deep learning, machine learning, prediction",This paper presents a novel approach to database systems using advanced techniques. Our method shows significant improvements over existing approaches.,EPSRC,875,93,8.93,False,Regional,True
267,267,Database Systems for Analysis,Angela K.; M. U. Baker; Jessica M.; Jason A. Phillips,ICML,2018,154-851,6,11,10.3585/5187652,978-6-488-59436-8,MIT Press,Stanford University,Switzerland,English,"neural networks, deep learning, analysis, prediction, optimization, algorithms, machine learning, computer vision",This paper presents a novel approach to database systems using advanced techniques. Our method shows significant improvements over existing approaches.,EPSRC,969,93,8.93,False,Regional,True
268,268,A Database Systems for Analysis,"Angela T. King; Baker, M.; J. O. Martin; Jason P.",International Conference on Machine Learning,2018,154-851,6,11,10.1519/2568678,978-6-488-59436-8,MIT Press,Stanford Univ.,Switzerland,English,"neural networks, deep learning, analysis, prediction, optimization, algorithms, machine learning, computer vision",This paper presents a novel approach to database systems using advanced techniques. Our method shows significant improvements over existing approaches.,EPSRC,920,93,8.93,False,Regional,True
269,269,On Database Systems for Analysis,"Angela King; M. B.; J. C. Martin; Phillips, Jason",ICML,2019,154-851,6,11,10.1519/2568678,978-6-488-59436-8,MIT Press,Stanford Univ.,Switzerland,English,"neural networks, deep learning, analysis, prediction, optimization, algorithms, machine learning, computer vision",This paper presents a new method to database systems using advanced techniques. Our method shows better performance over existing approaches.,EPSRC,939,93,8.93,False,Regional,True
270,270,Towards Computer Vision for Analysis,J. O. Thomas,SIGIR,2020,9-993,14,10,10.3362/7682298,978-1-406-31292-9,Elsevier,Yale,Spain,French,"deep learning, prediction, neural networks, ai, computer vision, optimization",This paper presents a novel approach to computer vision using advanced techniques. Our method shows significant improvements over existing approaches.,ERC,40,17,4.65,True,Regional,False
271,271,On Computer Vision for Analysis,J. T.,Information Retrieval,2020,9-993,14,10,10.5289/4950793,978-1-406-31292-9,Elsevier,Yale,Spain,French,"ai, computer vision, optimization, prediction, neural networks, deep learning",This paper presents a novel approach to computer vision using advanced techniques. Our method shows significant improvements over existing approaches.,ERC,51,17,4.65,True,Regional,False
272,272,Computer Vision for Analysis Revisited,J. V. Thomas,SIGIR,2019,9-993,14,10,10.3362/7682298,978-1-406-31292-9,Elsevier,Yale,Spain,French,"prediction, deep learning, optimization, ai, neural networks, computer vision",This paper presents a new method to computer vision using advanced techniques. Our method shows better performance over existing approaches.,ERC,34,17,4.65,True,Regional,False
273,273,Bioinformatics for Analysis: A Survey,"Brenda Lopez; Harris, Daniel; Brian Q. Lewis; Olivia J. Adams",Neural Information Processing Systems,2021,222-596,44,10,10.7227/2437708,978-9-402-42302-1,ACM,DeepMind,UK,English,"machine learning, neural networks, prediction, ai, algorithms, optimization, deep learning, nlp",This paper presents a novel approach to bioinformatics using advanced techniques. Our method shows significant improvements over existing approaches.,NSF,955,44,4.72,False,International,True
274,274,Bioinformatics for Analysis,"B. E. Lopez; Harris, D.; Lewis, Brian; Adams, Olivia",Neural Information Processing Systems,2021,222-596,44,10,10.7227/2437708,978-9-402-42302-1,ACM,DeepMind,UK,English,"algorithms, ai, neural networks, prediction, optimization, nlp, deep learning, machine learning",This paper presents a new method to bioinformatics using advanced techniques. Our method shows better performance over existing approaches.,NSF,999,44,4.72,False,International,True
275,275,Towards Bioinformatics for Analysis,B. Z. Lopez; D. H.; Brian Lewis; Olivia A.,NIPS,2021,240-277,44,10,10.7227/2437708,978-9-402-42302-1,ACM,DeepMind,UK,English,"algorithms, ai, neural networks, prediction, optimization, nlp, deep learning, machine learning",This paper presents a novel approach to bioinformatics using advanced techniques. Our method shows significant improvements over existing approaches.,NSF,1005,44,4.72,False,International,True
276,276,Computer Vision for Optimization: A Survey,"O. O. Adams; Charles H.; Allen, S.; R. M.",International Conference on Learning Representations,2015,261-288,36,2,10.6315/7463219,978-0-398-64238-6,PMLR,Harvard University,Sweden,Chinese,"nlp, computer vision, neural networks, ai",This paper presents a new method to computer vision using advanced techniques. Our method shows better performance over existing approaches.,Horizon 2020,221,22,3.05,False,Workshop,True
277,277,Computer Vision for Optimization Revisited,Olivia F. Adams; C. H.; S. Y. Allen; R. Miller,International Conference on Learning Representations,2014,46-682,36,2,10.6315/7463219,978-0-398-64238-6,PMLR,Harvard University,Sweden,Chinese,"nlp, computer vision, neural networks, ai",This paper presents a novel approach to computer vision using advanced techniques. Our method shows significant improvements over existing approaches.,Horizon 2020,157,22,3.05,False,Workshop,True
278,278,Computer Vision for Optimization Revisited,Olivia Adams; Charles Hill; S. U. Allen; Robert M.,ICLR,2015,46-682,36,2,10.6315/7463219,978-0-398-64238-6,PMLR,Harvard University,Sweden,Chinese,"nlp, computer vision, neural networks, ai",This paper presents a novel approach to computer vision using advanced techniques. Our method shows significant improvements over existing approaches.,Horizon 2020,134,22,3.05,False,Workshop,True
279,279,Computer Vision for Optimization: A Survey,Olivia A.; Charles H. Hill; Steven Allen; Robert M.,International Conference on Learning Representations,2015,46-682,36,2,10.6315/7463219,978-0-398-64238-6,PMLR,Harvard Univ.,Sweden,Chinese,"nlp, computer vision, neural networks, ai",This paper presents a novel approach to computer vision using advanced techniques. Our method shows significant improvements over existing approaches.,Horizon 2020,162,22,3.05,False,Workshop,True
280,280,Computer Vision for Optimization Revisited,"Allen, S.; S. Robinson; T. W.",International Conference on Learning Representations,2016,185-629,16,12,10.9123/4280754,978-7-209-27758-4,IEEE,Apple,Japan,French,"analysis, optimization, data mining, algorithms, neural networks, statistics, prediction",This paper presents a new method to computer vision using advanced techniques. Our method shows better performance over existing approaches.,JST,321,82,9.5,True,Workshop,True
281,281,Computer Vision for Optimization: A Survey,S. A.; Stephanie R.; T. Wright,International Conference on Learning Representations,2016,411-451,16,12,10.9123/4280754,978-7-209-27758-4,IEEE,Apple,Japan,French,"prediction, algorithms, optimization, analysis, data mining, statistics, neural networks",This paper presents a novel approach to computer vision using advanced techniques. Our method shows significant improvements over existing approaches.,JST,309,82,9.5,True,Workshop,True
282,282,Computer Vision for Optimization Revisited,"Allen, Steven; Stephanie Robinson; T. Wright",ICLR,2016,185-629,16,12,10.9123/4280754,978-7-209-27758-4,IEEE,Apple,Japan,French,"prediction, algorithms, optimization, analysis, data mining, statistics, neural networks",This paper presents a novel approach to computer vision using advanced techniques. Our method shows significant improvements over existing approaches.,JST,323,82,9.5,True,Workshop,True
283,283,A Computer Vision for Optimization,S. Allen; Stephanie Robinson; T. D. Wright,ICLR,2016,185-629,16,12,10.7819/5993696,978-7-209-27758-4,IEEE,Apple,Japan,French,"prediction, algorithms, optimization, analysis, data mining, statistics, neural networks",This paper presents a novel approach to computer vision using advanced techniques. Our method shows significant improvements over existing approaches.,JST,374,82,9.5,True,Workshop,True
284,284,Data Mining for Analysis Revisited,"Evans, Harper; Jason P.; Paul M.",EMNLP,2022,496-795,16,6,10.7161/5702656,978-6-473-24927-9,Elsevier,Yale,Australia,English,"algorithms, computer vision, machine learning, analysis, classification, ai, clustering, prediction",This paper presents a new method to data mining using advanced techniques. Our method shows better performance over existing approaches.,DARPA,802,57,6.89,True,Regional,True
285,285,Data Mining for Analysis,H. F. Evans; Jason O. Phillips; P. V. Mitchell,Empirical Methods in Natural Language Processing,2022,496-795,16,6,10.7161/5702656,978-6-473-24927-9,Elsevier,Yale,Australia,English,"algorithms, computer vision, machine learning, analysis, classification, ai, clustering, prediction",This paper presents a novel approach to data mining using advanced techniques. Our method shows significant improvements over existing approaches.,DARPA,826,57,6.89,True,Regional,True
286,286,Data Mining for Analysis,Harper E.; J. P.; Paul Mitchell,EMNLP,2022,496-795,16,6,10.7161/5702656,978-6-473-24927-9,Elsevier,Yale,Australia,English,"algorithms, computer vision, machine learning, analysis, classification, ai, clustering, prediction",This paper presents a novel approach to data mining using advanced techniques. Our method shows significant improvements over existing approaches.,DARPA,856,57,6.89,True,Regional,True
287,287,A Data Mining for Analysis,"Evans, Harper; J. Y. Phillips; P. E. Mitchell",Empirical Methods in Natural Language Processing,2021,496-795,16,6,10.7161/5702656,978-6-473-24927-9,Elsevier,Yale,Australia,English,"algorithms, computer vision, machine learning, analysis, classification, ai, clustering, prediction",This paper presents a new method to data mining using advanced techniques. Our method shows better performance over existing approaches.,DARPA,845,57,6.89,True,Regional,True
288,288,IR for Prediction,"Stewart, Nicholas; William S. Walker; Brown, D.; J. Hernandez",Information Retrieval,2024,246-799,26,9,10.9300/8017921,978-8-137-57124-8,Oxford University Press,University of Toronto,Israel,English,"classification, ai, algorithms",This paper presents a novel approach to information retrieval using advanced techniques. Our method shows significant improvements over existing approaches.,ERC,212,87,6.32,False,Regional,False
289,289,Information Retrieval for Prediction Revisited,"N. V. Stewart; William Walker; David Brown; Hernandez, J.",SIGIR,2024,246-799,26,9,10.9300/8017921,978-8-137-57124-8,Oxford University Press,University of Toronto,Israel,English,"algorithms, classification, ai",This paper presents a novel approach to information retrieval using advanced techniques. Our method shows significant improvements over existing approaches.,ERC,175,87,6.32,False,Regional,False
290,290,Information Retrieval for Prediction,"Stewart, Nicholas; W. W.; Brown, D.; J. H.",SIGIR,2024,246-799,26,9,10.9300/8017921,978-8-137-57124-8,Oxford University Press,University of Toronto,Israel,English,"algorithms, classification, ai",This paper presents a novel approach to information retrieval using advanced techniques. Our method shows significant improvements over existing approaches.,ERC,212,87,6.32,False,Regional,False
291,291,On Information Retrieval for Prediction,"Nicholas M. Stewart; Walker, W.; D. Z. Brown; Joseph H.",SIGIR,2024,246-799,26,9,10.9300/8017921,978-8-137-57124-8,Oxford University Press,Univ. of Toronto,Israel,English,"algorithms, classification, ai",This paper presents a new method to information retrieval using advanced techniques. Our method shows better performance over existing approaches.,ERC,173,87,6.32,False,Regional,False
292,292,A Natural Language Processing for Classification,"D. H.; Charles Hill; Evans, H.",NeurIPS,2023,424-466,45,10,10.2043/6666248,978-5-500-70694-9,Taylor & Francis,NYU,UK,English,"analysis, deep learning, clustering",This paper presents a novel approach to natural language processing using advanced techniques. Our method shows significant improvements over existing approaches.,Google,907,15,1.6,True,Regional,True
293,293,Natural Language Processing for Classification Revisited,"D. H. Harris; Hill, C.; Evans, H.",NIPS,2023,286-798,45,10,10.4621/8478923,978-5-500-70694-9,Taylor & Francis,NYU,UK,English,"analysis, deep learning, clustering",This paper presents a novel approach to natural language processing using advanced techniques. Our method shows significant improvements over existing approaches.,Google,905,15,1.6,True,Regional,True
294,294,On Natural Language Processing for Classification,D. B. Harris; C. Z. Hill; H. Evans,NIPS,2023,286-798,45,10,10.4621/8478923,978-5-500-70694-9,Taylor & Francis,NYU,UK,English,"analysis, deep learning, clustering",This paper presents a novel approach to natural language processing using advanced techniques. Our method shows significant improvements over existing approaches.,Google,913,15,1.6,True,Regional,True
295,295,Bioinformatics for Prediction,"Lewis, B.; Wright, Thomas; R. W. Miller; J. Y. Hernandez",ICCV,2022,164-535,20,1,10.2885/1378915,978-5-763-24334-2,bioRxiv,University of Cambridge,Germany,Chinese,"computer vision, neural networks, optimization, statistics",This paper presents a novel approach to bioinformatics using advanced techniques. Our method shows significant improvements over existing approaches.,Google,931,64,2.7,False,National,True
296,296,A Bioinformatics for Prediction,"B. Z. Lewis; Wright, Thomas; Robert M.; Hernandez, Joseph",International Conference on Computer Vision,2022,164-535,20,1,10.2885/1378915,978-5-763-24334-2,bioRxiv,University of Cambridge,Germany,Chinese,"computer vision, neural networks, optimization, statistics",This paper presents a novel approach to bioinformatics using advanced techniques. Our method shows significant improvements over existing approaches.,Google,948,64,2.7,False,National,True
297,297,Bioinformatics for Prediction Revisited,"Brian N. Lewis; Wright, T.; R. A. Miller; Joseph Hernandez",ICCV,2023,164-535,20,1,10.2885/1378915,978-5-763-24334-2,bioRxiv,University of Cambridge,Germany,Chinese,"neural networks, optimization, computer vision, statistics",This paper presents a novel approach to bioinformatics using advanced techniques. Our method shows significant improvements over existing approaches.,Google,1018,64,2.7,False,National,True
298,298,Towards Bioinformatics for Prediction,"Lewis, Brian; Wright, T.; Robert Miller; Joseph H.",International Conference on Computer Vision,2022,164-535,20,1,10.2885/1378915,978-5-763-24334-2,bioRxiv,University of Cambridge,Germany,Chinese,"computer vision, neural networks, optimization, statistics",This paper presents a novel approach to bioinformatics using advanced techniques. Our method shows significant improvements over existing approaches.,Google,1031,64,2.7,False,National,True
299,299,Networks for Optimization Revisited,"J. D.; H. Evans; Carter, I.; Jonathan M.",Information Retrieval,2018,231-804,28,7,10.1072/4603680,978-3-385-18200-9,ACM,Max Planck Institute,Spain,Chinese,"optimization, statistics, classification, analysis",This paper presents a new method to networks using advanced techniques. Our method shows better performance over existing approaches.,DOE,287,90,8.7,False,Workshop,False
300,300,On Networks for Optimization,"J. D.; Evans, Harper; Isabella X. Carter; J. Morgan",SIGIR,2018,231-804,28,7,10.1072/4603680,978-3-385-18200-9,ACM,Max Planck Institute,Spain,Chinese,"optimization, statistics, classification, analysis",This paper presents a novel approach to networks using advanced techniques. Our method shows significant improvements over existing approaches.,DOE,275,90,8.7,False,Workshop,False
